transaction_id,date,month,account_type,category,subcategory,merchant,amount_php,payment_method,necessity_type,status,budget_limit_php,notes
FEM-0624,2024-11-02,2024-11,Personal, Education,School Supplies,Pandayan Bookshop,739.04,Cash,Need,Cancelled,5000,Budget concern
FEM-0625,2025-06-09,2025-06,Personal,Utilities,Internet,PLDT,1752.82,Cash,Need,Cancelled,7000,Recurring bill
FEM-0626,2024-10-15,2024-10,Personal,Rent,Dorm/Apartment Rent,Boarding House,10367.47,Credit Card,Need,PAID,12000,Regular expense
FEM-0627,2024-11-28,2024-11,Household,Transportation,Fuel,Caltex,2092.20,GCash,Need,Paid,4500,Budget concern
FEM-0628,2025-02-27,2025-02,Household,Healthcare,Insurance,Insurance Provider,1636.26,Maya,Need,PAID,4000,One-time expense
FEM-0629,2025-06-24,2025-06,Student,Entertainment,Travel/Leisure,Airbnb,5365.70,Bank Transfer,Want,Paid,3000,Recurring bill
FEM-0630,2024-08-27,2024-08,Household,TRANSPORTATION,Ride Hailing,Angkas,666.98,GCash,Need,Paid,4500,Regular expense
FEM-0631,2025-01-30,2025-01,Household,Others,Miscellaneous,Unknown Merchant,361.14,Bank Transfer,Mixed,Paid,3000,Budget concern
FEM-0632,2024-08-18,2024-08,Student,Others,Repair/Maintenance,Hardware Store,1845.64,Debit Card,Mixed,Paid,3000,Regular expense
FEM-0633,2024-07-14,2024-07,Student,Food & Dining,Cafe,Dunkin,48672.92,GCash,Need,Paid,10000,Promo/discount used
FEM-0634,2024-07-22,2024-07,Student,Transportation,Jeepney/Bus Fare,Jeepney Fare,142.70,GCash,Need,Pending,4500,
FEM-0635,2024-10-10,2024-10,Personal,Savings,Emergency Fund,Savings Account,4215.35,Cash,Savings,Paid,8000,Regular expense
FEM-0636,2024-06-25,2024-06,Personal,Utilities,Water,Maynilad,905.43,Cash,Need,Paid,7000,One-time expense
FEM-0637,2025-08-15,2025-08,Student,Food & Dining,Groceries,Puregold,59108.62,Bank Transfer,Need,Paid,10000,One-time expense
FEM-0638,2025-11-26,2025-11,Household,Food & Dining,Groceries,,2144.03,Debit Card,Need,Paid,10000,Promo/discount used
FEM-0639,2024-11-07,2024-11,Personal,Food & Dining,Fast Food,KFC,142.43,Maya,Need,Pending,10000,
FEM-0640,2024-09-02,2024-09,Student,Utilities,Mobile Load,Smart,433.60,Bank Transfer,Need,Paid,7000,
FEM-0641,2024-03-26,2024-03,Household,shopping,Gadgets/Accessories,Octagon,2572.66,Cash,Want,Paid,6000,Promo/discount used
FEM-0642,2024-06-06,2024-06,Personal,Savings,Investment,Maya Stocks,11802.23,Bank Transfer,Savings,Paid,8000,Budget concern
FEM-0643,2025-09-25,2025-09,Freelance,Shopping,Personal Care,Salon,317.40,Cash,Want,Paid,6000,One-time expense
FEM-0644,2024-12-24,2024-12,Household,Education,Printing,Print Shop,382.74,BDO Online,Need,Pending,5000,One-time expense
FEM-0645,2025-03-30,2025-03,Personal,Healthcare,Dental,Dental Clinic,2279.65,GCash,Need,Paid,4000,One-time expense
FEM-0646,2024-07-14,2024-07,Personal,Food & Dining,Fast Food,Chowking,252.01,Cash,Need,Paid,10000,Budget concern
FEM-0647,2024-11-17,2024-11,Student,Food & Dining,Fast Food,McDonald's,312.75,Debit Card,Need,Pending,10000,Regular expense
FEM-0648,2025-12-21,2025-12,Household,Food & Dining,Groceries,Robinsons Supermarket,43883.03,MAYA,Need,Paid,10000,Promo/discount used
FEM-0649,2025-02-12,2025-02,Freelance,Savings,Emergency Fund,,4637.78,Debit Card,Savings,Paid,8000,One-time expense
FEM-0650,2024-02-17,2024-02,Personal,Shopping,Gadgets/Accessories,Power Mac Center,9416.51,BDO Online,Want,Paid,6000,Promo/discount used
FEM-0651,2024-11-07,2024-11,Student,Shopping,Online Shopping,,,Maya,Want,Pending,6000,Promo/discount used
FEM-0652,2024-10-14,2024-10,Personal,Education,School Supplies,National Book Store,1084.62,Debit Card,Need,Paid,5000,One-time expense
FEM-0653,2025-07-26,2025-07,Household,Food & Dining,Groceries,Robinsons Supermarket,3914.92,GCash,Need,Paid,10000,Recurring bill
FEM-0654,2025-11-21,2025-11,Personal,Shopping,Online Shopping,Shopee,3774.27,Cash,Want,Paid,6000,Promo/discount used
FEM-0655,2025-04-22,2025-04,Personal,Shopping,Personal Care,Watsons,539.67,Maya,Want,Paid,6000,Budget concern
FEM-0656,2024-12-07,2024-12,Personal,Shopping,Clothing,Uniqlo,3394.60,Bank Transfer,Want,Pending,6000,Regular expense
FEM-0657,2025-10-21,2025-10,Household,Food & Dining,Groceries,SM Supermarket,3095.16,Cash,Need,Paid,10000,
FEM-0658,2024-03-14,2024-03,Personal,Food & Dining,Fast Food,Chowking,296.24,BDO Online,Need,Paid,10000,Regular expense
FEM-0659,2025-06-11,2025-06,Personal,Transportation,Ride Hailing,Angkas,588.26,GCash,Need,Cancelled,4500,
FEM-0660,2025-06-28,2025-06,Personal,Healthcare,Dental,Dental Clinic,2335.69,GCash,Need,Cancelled,4000,Promo/discount used
FEM-0661,2024-03-24,2024-03,Personal,Others,Miscellaneous,Sari-sari Store,2426.59,Debit Card,Mixed,Pending,3000,Regular expense
FEM-0662,2025-03-14,2025-03,Personal,Education,Printing,Print Shop,321.27,GCash,Need,Paid,5000,
FEM-0663,2025-01-04,2025-01,Freelance,Healthcare,Checkup,Clinic,2055.85,GCash,Need,Paid,4000,Promo/discount used
FEM-0664,2025-02-14,2025-02,Student,Savings,Emergency Fund,,5949.09,Cash,Savings,Paid,8000,Budget concern
FEM-0665,2025-09-23,2025-09,Personal,Rent,Dorm/Apartment Rent,Apartment Landlord,9017.13,Debit Card,Need,Paid,12000,Regular expense
FEM-0666,2024-11-15,2024-11,Personal,Food & Dining,Groceries,Dali Grocery,4109.73,GCash,Need,Paid,10000,Recurring bill
FEM-0667,2025-11-04,2025-11,Household,Healthcare,Checkup,Clinic,2206.41,credit card,Need,Pending,4000,Recurring bill
FEM-0668,2025-12-18,2025-12,Personal,Savings,Investment,Maya Stocks,15975.79,Credit Card,Savings,Paid,8000,One-time expense
FEM-0669,2025-03-19,2025-03,Personal,Utilities,Mobile Load,Globe,560.28,Maya,Need,Cancelled,7000,One-time expense
FEM-0670,2024-11-15,2024-11,Personal,Savings,Emergency Fund,Savings Account,7201.99,Cash,Savings,Paid,8000,Budget concern
FEM-0671,2025-11-01,2025-11,Student,Shopping,Personal Care,Guardian,2168.50,BDO Online,Want,Paid,6000,Budget concern
FEM-0672,2025-08-23,2025-08,Personal,Entertainment,Cinema,Ayala Malls Cinemas,378.10,BDO Online,Want,Paid,3000,Budget concern
FEM-0673,2024-12-19,2024-12,Student,Entertainment,Gaming,Riot Games,1054.86,Cash,Want,Pending,3000,One-time expense
FEM-0674,2024-05-11,2024-05,Freelance,Transportation,Parking/Toll,Street Parking,238.99,bank transfer,Need,Paid,4500,Recurring bill
FEM-0675,2025-09-20,2025-09,Student,Shopping,Personal Care,Watsons,1202.67,Maya,Want,Paid,6000,Promo/discount used
FEM-0676,2025-03-16,2025-03,Student,Entertainment,Gaming,Riot Games,1586.18,Cash,Want,Paid,3000,Promo/discount used
FEM-0677,2025-12-05,2025-12,Household,Others,Gifts/Donations,Charity,1596.02,Bank Transfer,Mixed,Paid,3000,Promo/discount used
FEM-0678,2025-08-29,2025-08,Personal,Utilities,Internet,Globe Fiber,-1024.50,GCash,Need,Refunded,7000,Promo/discount used
FEM-0679,2025-06-13,2025-06,Household,Education,School Supplies,Pandayan Bookshop,218.91,Maya,Need,Cancelled,5000,Recurring bill
FEM-0680,2025-10-14,2025-10,Household,Shopping,Personal Care,Guardian,-493.08,Maya,Want,Refunded,6000,One-time expense
FEM-0681,2024-10-26,2024-10,Personal,Transportation,Parking/Toll,Mall Parking,119.41,Maya,Need,Paid,4500,Promo/discount used
FEM-0682,2024-08-26,2024-08,Personal,Healthcare,Insurance,Insurance Provider,-569.86,GCash,Need,Refunded,4000,Recurring bill
FEM-0683,2025-10-04,2025-10,Household,Food & Dining,Restaurant,Samgyupsal House,1036.42,GCash,Need,Paid,10000,One-time expense
FEM-0684,2024-06-25,2024-06,Household,Others,Gifts/Donations,Charity,3805.34,Bank Transfer,Mixed,Paid,3000,
FEM-0685,2025-10-09,2025-10,Freelance,Rent,Dorm/Apartment Rent,Dormitory Payment,,GCash,Need,Paid,12000,One-time expense
FEM-0686,2025-12-26,2025-12,Personal,Savings,Emergency Fund,Savings Account,5545.49,Cash,Savings,Paid,8000,One-time expense
FEM-0687,2025-10-09,2025-10,Student,Transportation,Parking/Toll,NLEX Toll,139.82,Credit Card,Need,Paid,4500,Promo/discount used
FEM-0688,2025-05-24,2025-05,Personal,Food & Dining,Restaurant,Local Carinderia,1289.74,BDO Online,Need,Paid,10000,One-time expense
FEM-0689,2025-07-19,2025-07,Personal,Healthcare,Dental,Dental Clinic,2183.68,Bank Transfer,Need,Paid,4000,Recurring bill
FEM-0690,2025-06-19,2025-06,Personal,Food & Dining,Fast Food,KFC,241.74,BDO Online,Need,Paid,10000,Regular expense
FEM-0691,2025-08-22,2025-08,Personal,Utilities,Internet,Globe Fiber,1400.43,BDO Online,Need,Pending,7000,Regular expense
FEM-0692,2024-07-28,2024-07,Personal,Transportation,Jeepney/Bus Fare,Public Transport,68.09,Debit Card,Need,Pending,4500,Recurring bill
FEM-0693,2024-03-19,2024-03,Student,Transport,Ride Hailing,JoyRide,204.34,Debit Card,Need,Paid,4500,Promo/discount used
FEM-0694,2025-09-21,2025-09,Household,Savings,Emergency Fund,Savings Account,7295.01,GCash,Savings,Pending,8000,Recurring bill
FEM-0695,2024-06-07,2024-06,Personal,Utilities,Mobile Load,Globe,409.11,Debit Card,Need,Paid,7000,
FEM-0696,2024-03-20,2024-03,Household,Shopping,Clothing,Uniqlo,1500.01,BDO Online,Want,Pending,6000,Regular expense
FEM-0697,2024-01-08,2024-01,Personal,Shopping,Clothing,Uniqlo,2906.25,Bank Transfer,Want,Paid,6000,Budget concern
FEM-0698,2025-05-15,2025-05,Student,Savings,Emergency Fund,Savings Account,8078.25,GCash,Savings,Paid,,One-time expense
FEM-0699,2025-02-05,2025-02,Household,Food & Dining,Restaurant,Pizza Hut,672.51,Credit Card,Need,Paid,10000,Promo/discount used
FEM-0700,2024-03-23,2024-03,Personal,Others,Gifts/Donations,Gift Shop,1136.23,Debit Card,Mixed,Cancelled,3000,Promo/discount used
FEM-0701,2024-03-12,2024-03,Personal,Transportation,Ride Hailing,Grab,558.79,GCash,Need,Paid,4500,One-time expense
FEM-0702,2025-03-06,2025-03,Freelance,Shopping,Gadgets/Accessories,Power Mac Center,4378.07,GCash,Want,Paid,6000,Promo/discount used
FEM-0703,2024-05-07,2024-05,Personal,Utilities,Internet,Globe Fiber,1850.58,GCash,Need,paid,7000,Budget concern
FEM-0704,2025-10-17,2025-10,Personal,Transportation,Parking/Toll,Skyway Toll,197.19,BDO Online,Need,Paid,4500,One-time expense
FEM-0705,2024-01-27,2024-01,Student,Transportation,Parking/Toll,NLEX Toll,101.00,Bank Transfer,Need,Paid,4500,
FEM-0706,2025-12-16,2025-12,Personal,Healthcare,Insurance,Insurance Provider,2663.31,Cash,Need,Paid,4000,
FEM-0707,2025-10-14,2025-10,Personal,Food & Dining,Groceries,Robinsons Supermarket,3067.46,Debit Card,Need,Paid,10000,One-time expense
FEM-0708,2025-12-13,2025-12,Student,Food & Dining,Restaurant,Samgyupsal House,900.59,Bank Transfer,Need,Cancelled,10000,Budget concern
FEM-0709,2025-09-22,2025-09,Household,Shopping,Online Shopping,Lazada,4295.86,Debit Card,Want,Paid,6000,Promo/discount used
FEM-0710,2025-06-24,2025-06,Student,Food & Dining,Fast Food,Mang Inasal,206.84,Cash,Need,Paid,10000,One-time expense
FEM-0711,2024-08-10,2024-08,Personal,Healthcare,Insurance,Insurance Provider,2065.93,Bank Transfer,Need,Paid,4000,Recurring bill
FEM-0712,2025-11-28,2025-11,Student,Shopping,Personal Care,Watsons,783.39,GCash,Want,Pending,6000,Regular expense
FEM-0713,2024-03-09,2024-03,Personal,Education,School Supplies,Pandayan Bookshop,1144.56,BDO Online,Need,Paid,5000,Promo/discount used
FEM-0714,2024-09-19,2024-09,Household,Others,Gifts/Donations,Charity,2151.98,GCASH,Mixed,Paid,3000,Promo/discount used
FEM-0715,2024-03-02,2024-03,Student,Utilities,Mobile Load,Globe,507.52,Credit Card,Need,Paid,7000,Budget concern
FEM-0716,2025-08-13,2025-08,Freelance,Transportation,Parking/Toll,Mall Parking,97.92,GCash,Need,Paid,4500,Recurring bill
FEM-0717,2025-10-22,2025-10,Household,Entertainment,Cinema,SM Cinema,874.52,Debit Card,Want,Paid,3000,Regular expense
FEM-0718,2024-01-08,2024-01,Personal,Utilities,Mobile Load,Globe,625.06,Maya,Need,Pending,7000,Regular expense
FEM-0719,2025-03-26,2025-03,Household,Shopping,Gadgets/Accessories,Digital Walker,1206.15,Debit Card,Want,Paid,6000,Budget concern
FEM-0720,2025-01-07,2025-01,Student,ENTERTAINMENT,Travel/Leisure,Cebu Pacific,4475.16,Cash,Want,Paid,3000,
FEM-0721,2025-02-11,2025-02,Personal,Entertainment,Travel/Leisure,Klook,4838.19,GCash,Want,Pending,3000,Regular expense
,2024-10-14,2024-10,Student,Entertainment,Travel/Leisure,Cebu Pacific,5563.13,GCash,Want,Paid,3000,Budget concern
FEM-0723,2024-08-02,2024-08,Personal,Savings,Emergency Fund,Savings Account,3714.97,Maya,Savings,Paid,8000,One-time expense
FEM-0724,2025-12-26,2025-12,Household,Rent,Association Dues,Condo Admin,960.52,Cash,Need,Paid,12000,
FEM-0725,2025-05-09,2025-05,Household,Others,Repair/Maintenance,Hardware Store,4431.55,GCash,Mixed,Paid,3000,
FEM-0726,2024/06/10,2024-06,Personal,Savings,Emergency Fund,Savings Account,4866.90,Credit Card,Savings,Paid,8000,One-time expense
FEM-0727,"October 28, 2025",2025-10,Student,Education,Tuition/Fees,University Portal,7493.95,Maya,Need,Paid,5000,Budget concern
FEM-0728,2025-03-18,2025-03,Household,Food & Dining,Groceries,Dali Grocery,2999.37,Bank Transfer,Need,Paid,10000,Budget concern
FEM-0729,2024-05-17,2024-05,Household,Food & Dining,Groceries,SM Supermarket,1578.06,Cash,Need,Paid,10000,Regular expense
FEM-0730,2025-12-28,2025-12,Personal,Food & Dining,Fast Food,McDonald's,300.92,BDO Online,Need,Paid,,One-time expense
FEM-0731,2025-02-07,2025-02,Personal,Education,Tuition/Fees,University Portal,7378.87,Bank Transfer,Need,Paid,5000,Budget concern
FEM-0732,2024-11-14,2024-11,Personal,Food & Dining,Restaurant,Local Carinderia,758.71,Maya,Need,Paid,10000,Promo/discount used
FEM-0733,2025-02-05,2025-02,Personal,Savings,Emergency Fund,Savings Account,5831.96,BANK TRANSFER,Savings,Paid,8000,Regular expense
FEM-0734,2025-06-06,2025-06,Personal,Entertainment,Travel/Leisure,Airbnb,8610.72,maya,Want,Paid,3000,Regular expense
FEM-0735,2025-03-18,2025-03,Household,food & dining,Groceries,SM Supermarket,2256.28,Bank Transfer,Need,Paid,10000,Promo/discount used
FEM-0736,2025-05-07,2025-05,Personal,Food & Dining,Cafe,Dunkin,212.49,Debit Card,Need,Paid,10000,One-time expense
FEM-0737,2025-10-09,2025-10,Personal,Utilities,Electricity,Meralco,3142.95,Cash,Need,Pending,7000,Recurring bill
FEM-0738,2024-12-15,2024-12,Personal,Savings,Investment,Bank Investment,,GCash,Savings,Paid,8000,
FEM-0739,2025-09-27,2025-09,Personal,Food & Dining,Groceries,Dali Grocery,3336.57,GCash,Need,Paid,10000,Regular expense
FEM-0740,2024-08-20,2024-08,Household,Rent,Dorm/Apartment Rent,Boarding House,7063.94,GCash,Need,Pending,12000,Regular expense
FEM-0741,2025-06-01,2025-06,Household,Shopping,Personal Care,Watsons,1402.37,DEBIT CARD,Want,Paid,6000,One-time expense
FEM-0742,2025-08-15,2025-08,Household,Rent,Association Dues,Condo Admin,936.79,GCash,Need,paid,12000,Recurring bill
FEM-0743,2024-10-27,2024-10,Student,Food & Dining,Cafe,Dunkin,152.34,GCash,Need,Paid,10000,Regular expense
FEM-0744,2025-09-12,2025-09,Household,Rent,Association Dues,Condo Admin,1484.72,Maya,Need,Paid,12000,Regular expense
FEM-0745,2024-05-06,2024-05,Household,Rent,Association Dues,Subdivision Office,1318.67,Maya,Need,Pending,12000,Regular expense
FEM-0746,2024-05-20,2024-05,Personal,Savings,Emergency Fund,Savings Account,2138.94,Credit Card,Savings,Paid,8000,Budget concern
FEM-0747,2024-07-08,2024-07,Personal,Education,Printing,Print Shop,346.60,Cash,Need,Paid,5000,
FEM-0748,2025-12-20,2025-12,Freelance,Food & Dining,Restaurant,Local Carinderia,378.65,BDO Online,Need,Paid,10000,One-time expense
FEM-0749,2025-07-01,2025-07,Household,Savings,Emergency Fund,Savings Account,3656.74,Bank Transfer,Savings,Paid,8000,Recurring bill
FEM-0750,2024-07-24,2024-07,Student,Savings,Investment,GCash GInvest,7776.43,Cash,Savings,Pending,8000,Recurring bill
FEM-0751,2025-04-15,2025-04,Student,Shopping,Online Shopping,TikTok Shop,2688.83,GCash,Want,Paid,6000,One-time expense
FEM-0752,2025-04-16,2025-04,Personal,Transportation,Ride Hailing,Grab,379.12,Cash,Need,Paid,4500,Promo/discount used
FEM-0753,2025-07-06,2025-07,Personal,Others,Miscellaneous,Sari-sari Store,2104.64,Bank Transfer,Mixed,Paid,3000,Budget concern
FEM-0754,2025-11-29,2025-11,Student,Utilities,Electricity,Meralco,4529.28,Cash,Need,Paid,7000,
FEM-0755,2024-12-16,2024-12,Student,Savings,Emergency Fund,Savings Account,3049.99,Debit Card,Savings,Paid,8000,One-time expense
FEM-0756,2025-05-24,2025-05,Personal,Entertainment,Gaming,Garena,,Maya,Want,Paid,3000,Promo/discount used
FEM-0757,2024-01-10,2024-01,Personal,Utilities,Mobile Load,DITO,265.00,Credit Card,Need,Paid,7000,Regular expense
FEM-0758,2024-07-28,2024-07,Freelance,Food & Dining,Groceries,Puregold,2738.96,Credit Card,Need,,10000,Recurring bill
FEM-0759,2024-10-31,2024-10,Personal,Healthcare,Insurance,Insurance Provider,2437.97,Bank Transfer,Need,Paid,4000,Promo/discount used
FEM-0760,2025-11-28,2025-11,Personal,Food & Dining,Fast Food,McDonald's,268.65,Credit Card,Need,Paid,10000,One-time expense
FEM-0761,2025-12-23,2025-12,Freelance,Education,School Supplies,Pandayan Bookshop,1044.60,Cash,Need,Paid,5000,Budget concern
FEM-0762,2024-10-12,2024-10,Personal,Food & Dining,Fast Food,Mang Inasal,300.03,Credit Card,Need,Paid,10000,Budget concern
FEM-0763,2024-03-11,2024-03,Personal,Transportation,Fuel,Phoenix,2520.31,Cash,Need,Paid,4500,Budget concern
FEM-0764,2024-01-10,2024-01,Personal,Food & Dining,Fast Food,McDonald's,288.24,Debit Card,Need,Paid,10000,
FEM-0765,2024-12-02,2024-12,Freelance,Transportation,Jeepney/Bus Fare,Jeepney Fare,77.46,Cash,Need,Paid,4500,Regular expense
FEM-0766,2025-03-13,2025-03,Freelance,Food & Dining,Fast Food,Jollibee,243.43,GCash,Need,Paid,10000,Regular expense
FEM-0767,2024-03-04,2024-03,Personal,Savings,Emergency Fund,Savings Account,5286.95,BDO Online,Savings,Paid,,One-time expense
FEM-0768,2024-12-14,2024-12,Student,Rent,Dorm/Apartment Rent,Boarding House,8445.32,Debit Card,Need,Paid,12000,Regular expense
FEM-0769,2024-04-06,2024-04,Household,Others,Gifts/Donations,Gift Shop,732.13,Cash,Mixed,Cancelled,3000,
FEM-0770,2025-01-06,2025-01,Household,Entertainment,Cinema,Ayala Malls Cinemas,596.59,Bank Transfer,Want,Paid,3000,One-time expense
FEM-0771,2025-02-23,2025-02,Personal,Others,Repair/Maintenance,Repair Shop,2930.01,Credit Card,Mixed,Paid,3000,Promo/discount used
FEM-0772,2025-02-08,2025-02,Student,Education,Printing,Print Shop,405.11,Bank Transfer,Need,Paid,5000,One-time expense
FEM-0773,2024-06-08,2024-06,Personal,Entertainment,Streaming Subscription,Netflix,258.38,Bank Transfer,Want,Pending,3000,Promo/discount used
FEM-0774,2024-12-17,2024-12,Household,Food & Dining,Groceries,SM Supermarket,1467.03,Cash,Need,Paid,10000,Recurring bill
FEM-0775,2025-07-11,2025-07,Freelance,Education,Printing,Print Shop,218.49,Maya,Need,Paid,5000,
FEM-0776,2024-10-22,2024-10,Student,Food & Dining,Restaurant,Local Carinderia,802.55,BDO Online,Need,Paid,10000,Budget concern
FEM-0777,2025-05-12,2025-05,Personal,Food & Dining,Fast Food,Mang Inasal,411.71,GCash,Need,Paid,10000,Budget concern
FEM-0778,2024-01-13,2024-01,Student,Others,Repair/Maintenance,Repair Shop,-3065.32,Debit Card,Mixed,Refunded,3000,Recurring bill
FEM-0779,2024-04-21,2024-04,Freelance,Rent,Dorm/Apartment Rent,Apartment Landlord,-6123.37,Cash,Need,Refunded,12000,Regular expense
FEM-0780,2024-06-20,2024-06,Personal,Utilities,Mobile Load,DITO,622.83,DEBIT CARD,Need,Paid,7000,Budget concern
FEM-0781,2024-01-16,2024-01,Personal,Utilities,Water,Maynilad,476.61,BDO Online,Need,Paid,7000,Budget concern
FEM-0782,2025-03-15,2025-03,Personal,Entertainment,Travel/Leisure,Klook,7482.71,Maya,Want,Paid,3000,One-time expense
FEM-0783,2025-11-01,2025-11,Student,Shopping,Online Shopping,TikTok Shop,3333.95,BDO Online,Want,Paid,6000,Budget concern
FEM-0784,2024-10-24,2024-10,Personal,Transportation,Ride Hailing,Angkas,336.98,GCash,Need,Paid,4500,Budget concern
FEM-0785,2024-01-05,2024-01,Household,Utilities,Electricity,Meralco,5634.79,Cash,Need,Paid,7000,Recurring bill
FEM-0786,2024-08-14,2024-08,Freelance,SAVINGS,Investment,Maya Stocks,2948.10,GCash,Savings,Paid,8000,One-time expense
FEM-0787,2024-05-03,2024-05,Freelance,FOOD & DINING,Groceries,SM Supermarket,1492.91,Cash,Need,Paid,10000,Budget concern
FEM-0788,2025-06-30,2025-06,Student,Savings,Investment,GCash GInvest,10602.48,Bank Transfer,Savings,Paid,8000,Promo/discount used
FEM-0789,2025-04-06,2025-04,Personal,Transportation,Fuel,Phoenix,1876.71,Cash,Need,Paid,4500,One-time expense
FEM-0790,2024-09-14,2024-09,Student,Food & Dining,Groceries,SM Supermarket,2150.75,Maya,Need,Paid,10000,Regular expense
FEM-0791,2024-08-06,2024-08,Personal,Food & Dining,Fast Food,Jollibee,430.28,BDO Online,Need,Paid,10000,Regular expense
FEM-0792,2024-11-10,2024-11,Personal,Utilities,Mobile Load,Smart,342.25,Maya,Need,Cancelled,7000,Regular expense
FEM-0793,2025-06-08,2025-06,Student,Shopping,Online Shopping,Lazada,2391.58,Cash,Want,Paid,6000,Budget concern
FEM-0794,2025-04-30,2025-04,Household,Education,Online Course,Coursera,1467.50,Bank Transfer,Need,Cancelled,5000,
FEM-0795,2024-10-14,2024-10,Personal,Utilities,Electricity,Meralco,5161.67,Debit Card,Need,Paid,7000,Promo/discount used
FEM-0796,2024-06-11,2024-06,Household,Transportation,Ride Hailing,JoyRide,266.85,BDO Online,Need,Pending,4500,Promo/discount used
FEM-0797,2024-08-25,2024-08,Personal,Entertainment,Cinema,SM Cinema,577.87,CREDIT CARD,Want,Paid,3000,Regular expense
FEM-0798,2025-08-10,2025-08,Student,Transportation,Ride Hailing,Grab,500.19,BDO Online,Need,Paid,4500,
FEM-0799,2025-04-23,2025-04,Student, Shopping,Personal Care,Watsons,952.11,Debit Card,Want,Paid,6000,Promo/discount used
FEM-0800,2024-06-29,2024-06,Student,Food & Dining,Groceries,Dali Grocery,2020.18,Bank Transfer,Need,Paid,10000,One-time expense
FEM-0801,2024-12-19,2024-12,Personal,Food & Dining,Fast Food,Mang Inasal,280.67,BDO Online,Need,Paid,10000,One-time expense
FEM-0802,2024-09-25,2024-09,Personal,Savings,Investment,GCash GInvest,6224.75,Cash,Savings,Paid,8000,One-time expense
FEM-0803,2025-11-30,2025-11,Personal,Education,Tuition/Fees,School Cashier,9616.40,Cash,Need,Paid,5000,Promo/discount used
FEM-0804,2024-01-20,2024-01,Personal,Shopping,Clothing,Penshoppe,1568.01,GCash,Want,Paid,6000,Budget concern
FEM-0805,2025-06-30,2025-06,Personal,Rent,Dorm/Apartment Rent,Dormitory Payment,4764.92,GCash,Need,Paid,12000,One-time expense
FEM-0806,2025-01-23,2025-01,Personal,Utilities,Internet,PLDT,1519.53,Debit Card,Need,Paid,7000,Budget concern
FEM-0807,,2024-11,Personal,Others,Miscellaneous,Unknown Merchant,627.02,GCash,Mixed,Paid,3000,Budget concern
FEM-0808,2024-04-19,2024-04,Household,Shopping,Online Shopping,Lazada,3539.28,Credit Card,Want,Paid,6000,Promo/discount used
FEM-0809,2024-09-07,2024-09,Personal,Savings,Emergency Fund,Savings Account,4613.46,Cash,Savings,Paid,8000,Promo/discount used
FEM-0810,2024-08-01,2024-08,Household,Others,Gifts/Donations,Charity,2879.05,GCash,Mixed,Paid,3000,Budget concern
FEM-0811,2025-08-28,2025-08,Personal, Entertainment,Gaming,Garena,794.58,GCash,Want,Paid,3000,Regular expense
FEM-0812,2024-02-21,2024-02,Student,Healthcare,Dental,Dental Clinic,2361.63,Bank Transfer,Need,Paid,4000,Regular expense
FEM-0813,2024-08-30,2024-08,Freelance,Education,Printing,Computer Shop,807.34,BDO Online,Need,Paid,5000,Promo/discount used
FEM-0814,2025-07-02,2025-07,Personal,Rent,Association Dues,Condo Admin,2005.26,BDO Online,Need,Paid,12000,Recurring bill
FEM-0815,2025-03-10,2025-03,Personal,Food & Dining,Groceries,Robinsons Supermarket,,BDO Online,Need,Paid,10000,
FEM-0816,2025-05-15,2025-05,Freelance,Shopping,Gadgets/Accessories,Power Mac Center,5732.13,Cash,Want,Paid,6000,Budget concern
FEM-0817,2025-06-18,2025-06,Student,Rent,Association Dues,Subdivision Office,1447.35,Credit Card,Need,Paid,12000,Promo/discount used
FEM-0818,2025-03-31,2025-03,Student,Rent,Association Dues,Subdivision Office,1978.11,Cash,Need,Pending,12000,Recurring bill
FEM-0819,2024-02-14,2024-02,Student,Others,Miscellaneous,Sari-sari Store,1148.70,Cash,Mixed,Paid,3000,Regular expense
FEM-0820,2024-05-02,2024-05,Student,Utilities,Mobile Load,Smart,524.43,Credit Card,Need,Paid,7000,One-time expense
FEM-0821,2024-11-17,2024-11,Household,Shopping,Personal Care,Watsons,856.76,Cash,Want,Paid,6000,Budget concern
FEM-0822,2025-03-10,2025-03,Freelance,Food & Dining,Fast Food,KFC,164.99,Debit Card,Need,Paid,10000,Recurring bill
FEM-0823,2025-03-21,2025-03,Personal,Others,Repair/Maintenance,Hardware Store,1782.27,GCash,Mixed,Cancelled,3000,One-time expense
FEM-0824,2025-04-06,2025-04,Personal,Utilities,Water,Manila Water,592.06,Maya,Need,paid,7000,
FEM-0825,2025-05-27,2025-05,Personal,Transportation,Parking/Toll,Street Parking,,GCash,Need,Paid,4500,
FEM-0826,2024-11-13,2024-11,Freelance,education,Online Course,Coursera,1471.29,Cash,Need,Paid,5000,Recurring bill
FEM-0827,2024-03-06,2024-03,Student,Food & Dining,Cafe,But First Coffee,208.10,Bank Transfer,Need,Pending,10000,One-time expense
FEM-0828,2025-03-20,2025-03,Household,Entertainment,Cinema,Ayala Malls Cinemas,835.79,Maya,Want,Paid,3000,Regular expense
FEM-0829,2025-08-12,2025-08,Personal,Food & Dining,Groceries,Puregold,3114.99,BANK TRANSFER,Need,Paid,10000,Budget concern
FEM-0830,2024-06-17,2024-06,Student,Transport,Parking/Toll,NLEX Toll,174.99,GCash,Need,Paid,4500,Recurring bill
